	Publisher	pmcid	FigURL	Caption	PDFURL	FigName
2457	Bmc Pulmonary Medicine	PMC4428089	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4428089/bin/12890_2015_58_Fig1_HTML.jpg	Line-up during the MRI Patients were placed in supine position in the MRI scanner with an MRI-compatible spirometer positioned just above the head.		PMC4428089_12890_2015_58_Fig1_HTML.jpg
2458	Plos One	PMC4428864	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4428864/bin/pone.0127049.g006.jpg	Imaging PAG with comparisons between MRI modalities and immunolabeled histology.Coronal SWI, T1, and T2 images were matched to corresponding histological slices stained with AChE from the same animal (M3 and M4). The corresponding warped atlas was overlaid on both the SWI and the histology. On the right, matched coronal SWI slices are shown for all other animals. Histograms for all coronal MRI slices were not altered, but stretched to encompass the entire spectrum (0–255).		PMC4428864_pone.0127049.g006.jpg
2459	Plos One	PMC4429024	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429024/bin/pone.0125757.g001.jpg	(A) sample preparation, (B) coronal sections through frontal and parietal bones of and (C) coronal, posterior frontal and sagittal suture from left to right in three different WT P20 mice.		PMC4429024_pone.0125757.g001.jpg
2460	World Journal Of Emergency Surgery : Wjes	PMC4429371	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429371/bin/13017_2014_403_Fig2_HTML.jpg	Plain external rotational type pelvic fracture films. The large arrows indicate the disruptive force direction and side of the impact, and the small arrows indicate the splaying of the pubic symphysis (A) and further external iliac wing rotation (B).		PMC4429371_13017_2014_403_Fig2_HTML.jpg
2461	Frontiers In Microbiology	PMC4429621	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4429621/bin/fmicb-06-00453-g0006.jpg	EDX spectra of the biosynthesized silver nanoparticles. EDX spectra recorded from a film of silver nanoparticles synthesized by extracellular agents of Bacillus pumilus, B. persicus, and B. licheniformis with different X-ray emission peaks labeled.		PMC4429621_fmicb-06-00453-g0006.jpg
2462	Plos One	PMC4430279	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4430279/bin/pone.0126362.g001.jpg	Freesurfer software segmentation of the visual cortex and regions of interest investigated: the occipital pole and the superior and inferior calcarine regions.		PMC4430279_pone.0126362.g001.jpg
2463	Scientific Reports	PMC4431353	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4431353/bin/srep10250-f1.jpg	AFM images of the three analysed formalin-fixed cells.AFM images of the three analysed formalin-fixed cells (Cell1a–e, Cell2 f–j,Cell3 k–o) during the five experimental steps:Air-dried (a,f,k), Vacuum-dried (b,j,l),low X-ray dose exposure compatible with low resolution STXM(c,h,m), medium X-ray dose exposure compatible withhigh-resolution STXM (d,i,n) and finally high X-raydose exposure compatible with XRF (e,j,o).		PMC4431353_srep10250-f1.jpg
2464	Springerplus	PMC4431982	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4431982/bin/40064_2015_1006_Fig1_HTML.jpg	Ocular B-scan ultrasonography (a) showing septations and debris in vitreous on both sides. There is cystic area with small peripheral solid nodular area in subretinal space in both eyes (right and left eyes). [Arrows] Gross examination of pathological specimen revealed a thin walled, transparent, globular cyst with eccentrically placed small scolex (b). [Arrow] Magnetic resonance imaging (MRI) of orbit showing V-shape retinal detachment in posterior chamber of left globe. Heterogeneous hyperintense signal is seen in posterior chamber of right globe (c, d) [Arrows].		PMC4431982_40064_2015_1006_Fig1_HTML.jpg
2465	Cancer Imaging : The Official Publication Of The International Cancer Imaging Society	PMC4432943	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432943/bin/40644_2015_37_Fig2_HTML.jpg	Residual cervical disease. Post treatment images showing a small area of residual disease in the anterior lip of the cervix on sagittal T2 MRI (a) and corresponding restricted diffusion (b and c).		PMC4432943_40644_2015_37_Fig2_HTML.jpg
2466	Pediatric Rheumatology Online Journal	PMC4432950	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4432950/bin/12969_2015_12_Fig1_HTML.jpg	Entheseal thickness measurements. Measurements taken from a 10 year old female at the PPL (A), DPL (B), and AT (C) at the site of insertion onto bone/cartilage, perpendicular to the tendon/ligament fibers (P = patella, TT = tibial tuberosity, CA = calcaneus).		PMC4432950_12969_2015_12_Fig1_HTML.jpg
2467	Case Reports In Infectious Diseases	PMC4434215	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4434215/bin/CRIID2015-629141.001.jpg	Arrowhead showing an expansile lesion involving right 4th rib.		PMC4434215_CRIID2015-629141.001.jpg
2468	Bmc Veterinary Research	PMC4436149	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4436149/bin/12917_2015_421_Fig1_HTML.jpg	DEBIT in the three imaging methods DEBIT in magnetic resonance and computed tomographic imaging; for each DEBIT category images of the same intervertebral disk are shown in: (A), T2-weighted transverse Turbo Spin Echos sequence; (B), T1-weighted multi-Fast-Field-Echo sequence; (C), transverse computed tomography.		PMC4436149_12917_2015_421_Fig1_HTML.jpg
2469	Scientific Reports	PMC4437031	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4437031/bin/srep09720-f6.jpg	The reduced apoptosis in granulosa cells following Robo1/2+/− knockout was verified in vitro.(A–D): Mouse granulosa cells were used in these experiments. (A): The mouse ovaries were isolated and dissociated into single granulosa cells from wild-type mice and Robo1/2+/− knockout mice. (B): The graph showing the total numbers of granulosa cells isolated from the wild-type (n = 12) and Robo1/2+/− knockout (n = 12) mice on culture days 2, 4, and 8. (C): The flow cytometry assay showing the population ratio of granulosa cells in different cell cycle stages. (D): The bar chart showing the percentages of apoptotic cells among wild-type (n = 3) and Robo1/2+/− knockout (n = 3) mouse granulosa cells. (E–I): Human granulosa cells were used in these experiments. (E): H&amp;E staining was performed in the primary culture of human granulosa cells, and a high magnification image is shown in the top right corner. (F): FSHR immunochemistry was performed in the primary culture of the human granulosa cells, and a high magnification image is shown in the top right corner. (G): <b>Western blot</b> showing that Robo1 and Robo2 were partially knocked down by Robo1-siRNA and Robo2-siRNA, respectively, compared with the control or mock siRNA (negative control). (H): The flow cytometry data showing the apoptotic cell population in the mock and Robo1/2+/− knockout granulosa cells. (I): The bar chart showing the comparison of the apoptotic cell populations in the mock and Robo1/2+/− knockout granulosa cells (Repeated at least 4 times each groups). Abbreviations: WT, wild-type; ROBO1/2+/− mice, double Robo1/2+/− knockout; HGC, human granulosa cells; FSHR, follicle-stimulating hormone receptor. Scale bars = 100 μm in (A) and 50 μm in (E–F).		PMC4437031_srep09720-f3.jpg
2470	Journal Of Biomedical Science	PMC4437686	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4437686/bin/12929_2015_144_Fig7_HTML.jpg	OEC survival after 9 weeks post transplantation. The presence of the cells is obvious in the peripheral areas of the nerve by brown color; arrows point to the cells located in adjacent layers of the conduit. Magnification 100x		PMC4437686_12929_2015_144_Fig2_HTML.jpg
2471	Molecular Medicine Reports	PMC4438966	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4438966/bin/MMR-12-01-0180-g02.jpg	ALA pre- or post-treatment reduces HUVEC apoptosis induced by OGD/reoxygenation. HUVECs were subjected to 4 h of OGD followed by 12 h of reoxygenation in the presence or absence of 1 mM ALA pre- or post-treatment. (A) Cell morphology was observed using inverted phase contrast microscopy (magnification, ×100). (B) Fluorescence microscopy with Rho123 staining was used to detect the mitochondrial membrane potential (magnification, ×400). (C) Cell apoptosis was measured using flow cytometry. Percentages of apoptotic cells (lower right quadrant) as well as apoptotic and necrotic cells (upper right quadrant) are presented as the mean ± standard deviation (n=3). (D) <b>Western blot</b> analysis was used to measure cleaved caspase-3 expression levels and quantitative analysis of these <b>western blots</b> revealed that cleaved caspase-3 was significantly downregulated in ALA pre- or post-treatment groups. *P&lt;0.05 vs. no OGD; #P&lt;0.05 vs. 0 mM ALA treatment. HUVECs, human umbilical vein endothelial cells; OGD, oxygen-glucose deprivation; ALA, α-lipoic acid; REO, reoxygenation.		PMC4438966_MMR-12-01-0180-g02.jpg
2472	Plos One	PMC4441449	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441449/bin/pone.0127507.g004.jpg	CD36 mediated palmitic acid-induced podocyte apoptosis.(A, B) Podocytes were treated with different concentrations of palmitic acid for 24 hours, apoptosis was detected using flow cytometry analysis. (A) Representative cytograms. (B) Percentage of apoptotic cells. * p &lt; 0.05 vs. 0 μmol/L, # p &lt; 0.05 vs. 50 μmol/L. ∆ p &lt; 0.05 vs. 150μmol/L. (C, D) Podocytes were treated with 150 μmol/l palmitic acid for 24 hours, apoptosis was measured using TUNEL and PI staining assay. (C) Representative immunofluorescence microscopy. (D) Percentage of apoptotic cells. * p &lt; 0.05 vs. control group. (E) Representative <b>Western blots</b> of cleaved-caspase3 expression of podocytes treated with different concentration of palmitic acid for 24 hours. (F) Relative band densities from <b>Western blots</b> of cleaved-caspase3 expression of podocytes after treatment with different concentration of palmitic acid. * p &lt; 0.05 vs. 0μmol/L, # p &lt; 0.05 vs. 50 μmol/L, ∆ p &lt; 0.05 vs. 150 μmol/L. (G, H) Podocytes were treated with 150μmol/L palmitic acid for 24 hours with or without pretreatment of SSO or DMSO, apoptosis was measured using flow cytometry analysis. (G) Representative cytograms. (H) Percentage of apoptotic cells detected by flow cytometry was shown; * p &lt; 0.05 vs. control group, # p &lt; 0.05 vs. PA group, ∆ p &lt; 0.05, vs. PA+DMSO group. Data are expressed as mean ± SD. Ctr: Control group, podocytes were treated with 1%BSA. PA: palmitic acid group, podocytes were treated with 150 μmol/L palmitic acid for 24 hours. PA+DMSO: podocytes were treated with 150 μmol/L palmitic acid for 24 hours after pretreatment with dimethyl sulfoxide (DMSO) for 4 hours. PA+SSO: podocytes were treated with 150μmol/L palmitic acid for 24 hours after pretreatment with 50 μmol/L of sulfo-N-succinimidyloleate (SSO) for 4 hours.		PMC4441449_pone.0127507.g004.jpg
2473	Plos One	PMC4441488	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441488/bin/pone.0127624.g001.jpg	Pre- and postoperative radiographs of T8-12 with the use of a C-arm image intensifier.(A) Preoperative radiograph showing T10 marked at the 12th ribs and the surface metal sign. (B) Postoperative radiograph showing that the vertebral body of T10 was resected completely and that the internal fixation was satisfactory.		PMC4441488_pone.0127624.g001.jpg
2474	Journal Of Orthopaedics And Traumatology : Official Journal Of The Italian Society Of Orthopaedics And Traumatology	PMC4441643	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4441643/bin/10195_2014_310_Fig2_HTML.jpg	Case 2.a X-ray showing a screw tip slightly protruding posteriorly from the bone surface.b Ultrasound examination showing the presence of a hematoma with a partial lesion of the myotendinous junction of the triceps over the protruding screw tip		PMC4441643_10195_2014_310_Fig2_HTML.jpg
2475	Frontiers In Human Neuroscience	PMC4443028	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4443028/bin/fnhum-09-00291-g001.jpg	Lesion locations. Axial T1 weighted MRI slices at 5 mm intervals for both participants with aphasia.		PMC4443028_fnhum-09-00291-g001.jpg
2476	Journal Of Experimental & Clinical Cancer Research : Cr	PMC4446854	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4446854/bin/13046_2015_166_Fig1_HTML.jpg	HMGB1 stimulated cell proliferation after irradiation. (a) The irradiated HT29 cells (feeder cells) significantly stimulated HT29 Fluc labeled cells growth compared to non-irradiated HT29 feeder cells or reporter alone cells (No feeder). **p &lt;0.01. (b) Cell death detection by flow cytometry. (c) <b>Western blot</b> of correlated expressions of HMGB1 and PCNA protein in colon cancer cells. Relative intensity changes of HMGB1 and PCNA were analyzed through gray value using software ImageJ. Positive correlation between HMGB1 expression and proliferative marker was observed in colon cell lines. (d) <b>Western blot</b> of HMGB1, PCNA, and caspases-3 levels in HT29 and HCT8 cells. Cells were irradiated at 10 Gy. The supernatant HMGB1 was elevated significantly in both cell lines, while there was no obvious change of intracellular HMGB1. PCNA and increased caspases-3 cleavage were also observed after irradiation		PMC4446854_13046_2015_166_Fig1_HTML.jpg
2477	Plos One	PMC4449173	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4449173/bin/pone.0127282.g003.jpg	LZ-207 induces apoptosis in HCT116 cells.HCT116 cells were treated with 5, 10 or 20 μM LZ-207 for 24 h. (A) Morphologic changes of the nucleolus were observed using fluorescence microscopy (400×). Cells were examined for the presence of apoptotic bodies and nuclear pyknosis. (B) Annexin V/PI double staining assay of HCT116 cells. The Y-axis shows the PI-labeled population, and the X-axis shows the FITC-labeled Annexin V-positive cells. (C) The apoptotic rates of HCT116 cells induced by LZ-207. (D) <b>Western blotting</b> analysis of PARP, Bax, Bcl-2, procaspase-3, procaspase-9, and procaspase-8 in HCT116 cells treated with LZ-207. (E-G) Densitometric analysis represents the relative fold change in protein expression. (H-I) The change of ΔΨm was detected by using JC-1 staining and analyzed by flow cytometry in LZ-207 treated HCT116 cells. (J-K) <b>Western blot</b> analysis of Cytochrome c in mitochondria and cytosol in LZ-207 treated HCT116 cells. The data are presented as the mean ± SD (n = 3). *P &lt; 0.05, **P &lt; 0.01, significant difference compared with the control.		PMC4449173_pone.0127282.g003.jpg
2478	Photonics	PMC4450077	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4450077/bin/round-4/images/nihms685316f2.jpg	(a) Frame from a real-time OCT video of the 36-gauge needle tip (arrow). (b) Frame from a real-time OCT video of the 36-gauge needle tip (arrow) touching a gelatin phantom. (c) Frame from a real-time OCT video of the needle inserted into the gelatin phantom with early deposition of saline (arrow). (d) Frame from a real-time OCT video of separation of the upper gelatin layer with saline deposition (white arrow) through the 36-gauge needle. The bright line (red arrow) is the refluxed saline meniscus with expected upward curvature near the needle's shaft. (e) Frame from a real-time OCT video of another separation trial of the upper gelatin layer (white arrow) with saline injection. Again, the bright line (red arrow) is the refluxed saline meniscus with expected upward curvature near the needle's shaft.		PMC4450077_nihms685316f2.jpg
2479	Journal Of Orthopaedic Surgery And Research	PMC4450843	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4450843/bin/13018_2015_219_Fig5_HTML.jpg	X-ray showed the bone-defect areas in different groups at 12 weeks after the surgery. a A-W MGC transplanted with BMSCs that were infected with Adv-HIF1αmu-hrGFP and Adv-BMP2-hrGFP. b A-W MGC transplanted with BMSCs that were infected Adv-BMP2-hrGFP. c autogenous bone graft group. d A-W MGC transplanted with BMSCs that were infected with Adv-HIF1αmu-hrGFP. e A-W MGC. Arrows: defect sites. MGC: magnetic bioactive glass-ceramic. BMSCs: mesenchymal stem cells. BMP2: bone morphogenetic protein 2. hrGFP: human renilla reniformis green fluorescent protein. HIF1αmu: hypoxia-inducible factor 1 mutation		PMC4450843_13018_2015_219_Fig5_HTML.jpg
2480	Frontiers In Systems Neuroscience	PMC4451342	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4451342/bin/fnsys-09-00086-g006.jpg	Relationship between training-related improvement in 2-back and brain activation in the maintenance phase of dMTS. Activation in a distributed network including the superior parietal lobe and middle frontal gyrus (left, right, medial) covaried with degree of training-related improvement in 2-back. SPM rendered into standard stereotactic space and superimposed on transverse MRI in standard space. Bar represents the corresponding T-score. dMTS, delayed Matching-to-Sample Task.		PMC4451342_fnsys-09-00086-g006.jpg
2481	Bmc Psychiatry	PMC4458012	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4458012/bin/12888_2015_489_Fig1_HTML.jpg	Sagittal, coronal and axial scout MR images showing an 8-cm3 voxel predominantly centered white matter of the bilateral ventral prefrontal lobe.		PMC4458012_12888_2015_489_Fig1_HTML.jpg
2482	Journal Of Orthopaedic Surgery And Research	PMC4458344	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4458344/bin/13018_2015_227_Fig1_HTML.jpg	Anteroposterior and lateral radiographs indicate a burst fracture of L2		PMC4458344_13018_2015_227_Fig1_HTML.jpg
2483	Revista Latino-americana De Enfermagem	PMC4458999	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4458999/bin/0104-1169-rlae-23-02-00259-gf02.jpg	Final phase of the treatment using Ulmo honey and ascorbic acid of type 3venous ulcer in female patient. The lesion was completely re-epithelialized,without formation of edema surrounding the ulcer.		PMC4458999_0104-1169-rlae-23-02-00259-gf03.jpg
2484	Bmc Musculoskeletal Disorders	PMC4460856	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4460856/bin/12891_2015_574_Fig1_HTML.jpg	A 35 year old female with a Schatzker II, Müller AO grade 41-B3 fracture. (a) Pre-operative X-rays; (b) Pre-operative CT-scan; (c) Intra-operatively CERAMENT™ was injected under fluoroscopy following closed reduction and before fixation with two cannulated cancellous bone screws		PMC4460856_12891_2015_574_Fig1_HTML.jpg
2485	Plos One	PMC4461246	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4461246/bin/pone.0128404.g001.jpg	The proposed framework for MRI to mammography registration.		PMC4461246_pone.0128404.g001.jpg
2486	Scientific Reports	PMC4461915	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4461915/bin/srep11147-f6.jpg	Direct correlation of cellular architecture of single neurons of Aplysia californica in MRM and histological images.(a) 2D diffusion-weighted images at the in-plane resolution of 7.8 μm2 with 50 μm thick slice at b = 1500 s/mm2. (b) Green fluorescent colored PKH 67-stained plasma membrane. (c) Bright-field microscopy. (d) Nissl-stained cytoplasmic region of the adjacent slide. (e) DAPI-stained nucleic acid in the nucleus in a single neuron; smaller cells and numerous tiny satellite cells around the periphery of the neuron. MR scan parameters: TE/TR = 20/2000 ms, resolution = 11.7 × 11.7 × 150 μm3, NEX = 100, FOV = 1.5 × 1.5 × 0.15 mm, acquisition time = 2 hours, b-values = 1500 s/mm2, diffusion gradient separation (Δ)/diffusion gradient duration (δ) = 5 ms/1 ms. Nucleus (N), cytoplasm (C), plasma membrane(M), and satellite cells(S). Scale bar is 100 μm.		PMC4461915_srep11147-f6.jpg
2487	Radiation Oncology (london, England)	PMC4462112	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462112/bin/13014_2015_428_Fig2_HTML.jpg	Liver metastasis (white arrow) of preoperative magnetic resonance images. a T1-w GE. b T1-w arterial enhanced. c T1-w venous enhanced. d T2-w		PMC4462112_13014_2015_428_Fig2_HTML.jpg
2488	Bmc Neurology	PMC4464125	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4464125/bin/12883_2015_336_Fig2_HTML.jpg	EEG and ECG data during asystole (a, b, c), and brain imaging of patient 5 (d, e). a. Onset of left temporal epileptic activity maximally seen on electrodes T1 and F7 (arrows). b. Ictal bradycardia evolves into asystole (arrowhead) and EEG changes to a pattern of generalized slowing. c. Gradual return of sinus rhythm on ECG (arrowhead) followed by partial recovery of the EEG recording. d. MRI of the brain, obtained as T1 protocol with gadolinium, showing a left temporal AVM. e. The same AVM is displayed by selective angiography of the left carotid artery		PMC4464125_12883_2015_336_Fig2_HTML.jpg
2489	Plos One	PMC4466523	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4466523/bin/pone.0127040.g004.jpg	Coronal-oblique RT-MRI images depicting the nasal cavity (in white), over time, and the curve derived for analysis purposes.		PMC4466523_pone.0127040.g004.jpg
2490	Oncotarget	PMC4467445	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4467445/bin/oncotarget-06-6406-g007.jpg	Piperlongumine suppressed HCC development and activated ER-MAPKs-CHOP signaling pathway(A) Representative inoculated HCC tumors from mice treated with PL. Equal amounts of H22 cells were subcutaneously injected into the left flank of adult mice. PL, 5-Fu or DMSO was administrated for 14 days (once per day) and then the tumor xenografts were removed completely from tissues. (B-C) Statistical analyses demonstrated that the average volume (B) and weight (C) of HCC xenografts from PL-treated mice were significantly reduced. *P&lt;0.05, **P&lt;0.01 vs. DMSO group (n=8). (D) Representative <b>Western blotting</b> analysis and statistical analysis of p-PERK/PERK, Ire 1α, PDI and CHOP from xenografts. *P&lt;0.05, **P&lt;0.01 vs. corresponding DMSO control (n=5). (E) Representative <b>Western blotting</b> analysis and statistical analysis of p-p38/p38, p-JNK/JNK and p-Erk/Erk from xenografts. *P&lt;0.05, **P&lt;0.01 vs. corresponding DMSO control (n=5).		PMC4467445_oncotarget-06-6406-g007.jpg
2491	Plos One	PMC4468155	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4468155/bin/pone.0129621.g002.jpg	Images of DCE-MRI, Ktrans, relative enhancement-time curve, hematoxylin-eosin (HE)-stained (Original magnification, ×100), Masson trichrome-stained (Original magnification, ×100.) and SMA (Original magnification, ×400.) of normal liver, mild liver fibrosis (F2), and advanced liver fibrosis (F4) in rats.The images of DCE-MRI show the selection of ROIs of artery input function, vein input function, and liver, and the color of ROIs correspond to that of RE-time curves. DCE-MRI = dynamic contrast-enhanced MRI; HE = hematoxylin-eosin; Ktrans = transfer constant; RE = relative enhancement; SMA = smooth muscle actin.		PMC4468155_pone.0129621.g002.jpg
2495	Plos One	PMC4471162	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4471162/bin/pone.0130671.g002.jpg	Prostate cancer in a 73-year-old man with a PSA level of 12.3 ng/mL and a history of a negative biopsy findings.A. Axial T2-weighted image in a 71-year-old man with prostate cancer in the left TZ shows homogeneous low signal intensity, ill-defined margins, and lack of a hypointense capsule (arrow). B. Corresponding ADC map shows restricted diffusion as area of low signal intensity (arrow). C. Axial perfusion map shows focal enhancement in left TZ (arrow). D. Time intensity curve shows red, type 3 enhancement curve (red circle: cancer focus). Green curve is type 1 enhancement pattern (green circle: normal tissue). E. Axial transrectal US image acquired after contrast material injection shows the corresponding an asymmetric early wash-in area on contrast pulse sequence–mode images (outlined by asterisks). Biopsy was performed targeting this area, and we were able to confirm the presence of cancer. Histopathologic examination indicated a prostate carcinoma with a Gleason score of 6 (3+3) at targeted biopsy (TB) only.		PMC4471162_pone.0130671.g002.jpg
2496	Journal Of Experimental & Clinical Cancer Research : Cr	PMC4472183	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4472183/bin/13046_2015_170_Fig3_HTML.jpg	Effect of SNORD78 knockdown on NSCLC cell viability, cell cycle and apoptosis. (a) qRT-PCR analysis of SNORD78 expression following treatment of H1975 cells with two specific shRNAs targeting SNORD78. (b) H1975 cells were transfected with SNORD78 shRNAs or shRNA control. CCK8 assays were performed to determine the proliferation of H1975 cells. (c) Cell cycle analysis determined the relative cell numbers in each cell-cycle phase after propidium iodide staining of SNORD78-downregulated H1975 cells. Numbers inside bars represent percentages of cells in each phase. Data represent the mean ± S.D. from three independent experiments. (d) H1975 cells, treated as described in Fig. 3a, were collected for <b>western blotting</b> analysis of the G0/G1 arrest markers, p16 and p21. Relative protein expression was identified (n = 3). (e) Annexin V/PI staining and flow cytometry analysis assessing apoptosis in H1975 cells after SNORD78 shRNAs transfection. Data represent the mean ± S.D. from three independent experiments. (f) Changes in pro-apoptotic factor caspase-3 activation and Bax/Bcl-2 ratio were shown by <b>western blotting</b> analysis and normalized to β-actin after SNORD78 shRNAs transfection. Data represent the mean ± S.D. from three independent experiments. *, p &lt; 0.05; **, p &lt; 0.01		PMC4472183_13046_2015_170_Fig3_HTML.jpg
2497	Biomed Research International	PMC4475735	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4475735/bin/BMRI2015-652940.004.jpg	Biplanar radiographs of the right tibia at 42 d postoperatively (animal 30) show conversion of the plate to straight configuration as well as callus formation at the osteotomy site.		PMC4475735_BMRI2015-652940.004.jpg
2498	Plos One	PMC4476576	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4476576/bin/pone.0130661.g003.jpg	Collateral retrograde flow pattern.Regular contrast agent flow through the heart, lung and aortic arch (AA) after contrast injection into a port-catheter implanted into the superior caval vein (SCV) (A-C). One week later, the catheter tip (arrow head) was dislocated slightly backwards into the confluens of the jugular and axillary vein (AV) and the SCV was thrombosed (*) (D). The contrast agent flowed (dotted arrows) into the proximal SCV via thoracic collaterals including the lateral thoracic vein (LTV) (E and F).		PMC4476576_pone.0130661.g003.jpg
2499	Plos One	PMC4476672	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4476672/bin/round-4/images/pone.0129231.g005.jpg	Horizontal distribution of maize root in 0–50 cm depths at VT under three tillage managements in 2012.Solid arrows above each figure represent the position of maize growth centre.		PMC4476672_pone.0129231.g005.jpg
2500	Plos One	PMC4476672	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4476672/bin/round-4/images/pone.0129231.g008.jpg	Horizontal distribution of maize root in 0–50 cm depths at VT under three tillage managements in 2012.Solid arrows above each figure represent the position of maize growth centre.		PMC4476672_pone.0129231.g008.jpg
2501	Arteriosclerosis, Thrombosis, And Vascular Biology	PMC4479665	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4479665/bin/atv-35-1696-g003.jpg	Multisequence MRI of the internal carotid artery at 3 different levels: first column; time-of-flight (TOF), second column; T1-weighted turbo-spin echo (T1), third column; T2-weighted turbo-spin echo (T2); and fourth column; proton density-weighted (PD). Top, Most caudal transaxial projection demonstrating A. communis (arrow). Middle, Intermediate transaxial projection demonstrating C. interna (arrowheads) and C. externa (open arrows). Bottom, Most cranial transaxial projection demonstrating C. interna (arrowheads) and C. externa (open arrows). Note the reduced blood flow on TOF in C. externa (middle) and C. interna (bottom). Plaque buildup can be seen in C. externa in T1, T2, and PD (middle) and in C. interna in T1, T2, and PD (bottom).		PMC4479665_atv-35-1696-g003.jpg
2502	Radiation Oncology (london, England)	PMC4480576	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4480576/bin/13014_2015_441_Fig1_HTML.jpg	Dose distributions of WV irradiation and PG, SS and BG tumor beds with their pre-chemotherapy MRI images. Thick pink line is WV PTV, and thick red lines are tumor beds PTV. Prescribed dose are 30.6 Gy at 95 % volume of PTV. (a) WV (b) PG (c) SS (d) BG		PMC4480576_13014_2015_441_Fig1_HTML.jpg
2503	Plos One	PMC4480972	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4480972/bin/pone.0129518.g002.jpg	MRI analysis of post-natal eye growth in control and Lrp2FoxG1.cre-KO mutants over the first year of life.High resolution sagittal slices through the optical axis of the right eye of each mouse were acquired (A-H). A variety of optical parameters were extracted from the MRI images collected from groups of control and mutant mice at the ages indicated (I-N). Growth rate of axial length and vitreous chamber depth (O, P). A two-way ANOVA post hoc Tukey test was used, P&lt;0.05, **P&lt;0.01, ***P&lt;0.001, ns: not statistically significant, values are mean ± SEM of 4 animals per age and genotype. Scale bars: 1500 μm in A-H.		PMC4480972_pone.0129518.g002.jpg
2504	Bmc Musculoskeletal Disorders	PMC4481072	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4481072/bin/12891_2015_561_Fig1_HTML.jpg	Radiographic measurement. Right: Later view. Left: Anteroposterior view. a=Length of spinous process. b=Height of spinous process. c=Width of spinous process. d=Length of the L4 vertebrae. e=Width of the L4 vertebrae.		PMC4481072_12891_2015_561_Fig1_HTML.jpg
2505	Breast Cancer Research : Bcr	PMC4481125	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4481125/bin/13058_2015_577_Fig1_HTML.jpg	Illustration of our fully automated computer algorithm for quantifying magnetic resonance imaging (MRI) background parenchymal enhancement (BPE) and fibroglandular tissue (FGT). Representative 2D and 3D tissue segmentations in selected breast MRI scans are shown. a A breast MRI slice of the T1-weighted sequence. b Segmentation of the whole breast (red contour) and FGT (green contour). c 3D display of FGT (green) relative to the whole breast (red). d This dynamic contrast-enhanced MRI subtraction (SUB) image corresponds to the T1 slice shown in (a). e BPE (purple contour) estimated over the FGT area in the SUB image. f 3D display of BPE (purple), FGT (green), and whole breast (red)		PMC4481125_13058_2015_577_Fig1_HTML.jpg
